True Term Num,Extracted Term Num,TP,Cut Off,Too Long,Split Term,expected,extracted
2,1,0,0,2,2,crosses;crosses H,"crosses H, crossings of H###"
1,4,1,1,0,1,vital linkage,vital linkage###linkage###graph###pattern
1,3,1,0,1,1,refined invariants,refined invariants###normalized refined invariants###Laurent polynomial
1,7,1,0,0,1,refined invariants,"line bundle###projective surface###refined invariants###χ_-y###Definition###N^d,δ(y)###^2"
1,15,1,0,0,1,refined relative Severi degrees,"quantum numbers###line bundle###sequences###refined relative Severi degrees###γ(L, β,δ)###∑_k:β_k>0###∑_α',β',δ'###αα'β'β###N^(S,L),δ(α,β)(y)###α'≤α###β'≥β###Iα'+Iβ'=H(L-H)###δ'=δ+g(L-H)-g(L)+|β'-β|+1###γ(L,β,δ)=0###N^H,0((1),(0))(y)"
3,9,3,0,0,3,metric graph;length;abstract tropical curve,metric graph###length###abstract tropical curve###vertices###valence###edge###adjacent###leaf###1-valent vertex
5,13,4,3,1,4,(parametrized) tropical curve of degree Δ;direction vector;weight;primitive direction vector;balanced,tropical curve###degree###abstract tropical curve###continuous map###affine linear###edge###direction vector###weight###primitive direction vector###balanced###unbounded edges###outer normal vector###lattice length###
8,15,7,0,2,8,irreducible;genus;dual subdivision;nodal;simple;number of nodes;number of nodes;mixed area;normalized,irreducible###genus###dual subdivision###parametrized tropical plane curve###lattice length###nodal###simple###number of nodes###irreducible components###Minkowski sum###mixed area###normalized area###Euclidian area###dual subdivision###simple
2,7,2,0,0,2,refined vertex multiplicity;refined multiplicity,refined vertex multiplicity###3-valent vertex###simple tropical curve###refined multiplicity###tropical curve###product###3-valent vertices
1,13,1,0,0,1,Δ-floor diagram,Δ-floor diagram###graph###vertex set###multiple edges###directed###sequence###non-negative integers###divergence condition###outgoing edges###incoming edges###total weight###larger###at most###
1,4,1,1,0,1,refined multiplicity,refined multiplicity###floor diagram###edges###y
2,8,2,1,0,2,marking;marked floor diagram;marking,marking###floor diagram###vertex###edge###divergence###graph###linear order###marked floor diagram
1,12,0,1,1,1,template,template Γ###directed graph###multiple edges###vertices###edge weights###edge###short edges###covering###i###j###k###l
1,17,1,0,0,1,beta invariant,"central arrangement###R^d###affine hyperplane###general position###number of regions###bounded intersection###absolute value###last coefficient###χ(𝒜;q)###independent of H###parallel translation###beta invariant###hyperplane arrangement###coefficient###x^1y^0###x^0y^1###T(𝒜;x,y)"
2,15,1,2,2,1,dependent;Orlik-Solomon algebra,"central arrangement###ℂ^d###exterior algebra###generators###hyperplanes###e_S###∂ e_S###dependent###∩ S###d - |S|###l_H_1, …, l_H_k###linearly dependent###H^*(V(𝒜), ℤ)###E###⟨ ∂ e_S   :   S ⊆ 𝒜 is dependent ⟩"
1,7,1,0,0,1,zonotope,zonotope###Minkowski sum###volume###Ehrhart polynomial###lattice points###interior###dilation###
3,9,3,0,0,3,toric arrangement;complement;arithmetic characteristic polynomial,"toric arrangement###complement###M(A;1,0)###Poincaré polynomial###M(A;2+1/q,0)###Finite Field Method###arithmetic characteristic polynomial###h(p)###hypertori"
1,10,1,1,0,1,hyperplane arrangement,hyperplane arrangement###affine hyperplanes###V###hyperplane###l_H###V^*###linear functionals###b_H###k###scalar
1,10,0,0,2,1,intersection poset,intersection poset hyperplane arrangement###intersection poset L_𝒜###flats###reverse inclusion###inclusion###hyperplanes###ranked poset###r(F)###V###F
2,10,2,1,2,2,matroid;semimatroid,hyperplane arrangement###central###matroid###matroid M(𝒜)###ground set###rank function###semimatroid###collection###central subsets###ranks
2,2,2,0,0,2,deletion;contraction;contraction,deletion###contraction
2,10,0,0,2,2,centralization;cone,centralization hyperplane arrangement###cone hyperplane arrangement###hyperplane arrangement###c𝒜###hyperplane###k^d###k^d+1###a_1x_1 + ⋯ + a_dx_d = a###a_1x_1 + ⋯ + a_dx_d = ax_d+1###x_d+1=0
1,2,1,0,1,1,essentialization,essentialization hyperplane arrangement###essentialization
2,2,2,0,0,2,Möbius function;characteristic polynomial,Möbius function###characteristic polynomial
1,5,1,0,0,1,Tutte polynomial,Tutte polynomial###hyperplane arrangement###central subarrangements###r(ℬ)###r(𝒜)
2,5,1,1,0,1,generalized Tutte-Grothendieck invariant;Tutte-Grothendieck invariant,Tutte-Grothendieck invariant###hyperplane arrangement###semimatroids###loop###coloop###
1,2,0,0,1,1,coboundary polynomial,coboundary polynomial hyperplane arrangement###Tutte polynomial
1,7,0,0,1,1,multivariate Tutte polynomial,"multivariate Tutte polynomial hyperplane arrangement###hyperplane arrangement###Z(𝒜;q, 𝐰)###ℬ###central###q^-r(ℬ)###w_e"
3,2,2,0,0,2,arithmetic Tutte polynomial;multiplicity;arithmetic characteristic polynomial,arithmetic Tutte polynomial###arithmetic characteristic polynomial
1,17,0,1,1,1,square,square of R###quadruple###morphisms###G###x###w###y###z###Φ_w###Φ_y###a###b###@>w>>###@VVzV###@VVxV###c###d
1,8,1,0,0,1,half set,"half set###subset###Φ###d(A,B)###symmetric difference operation###A+B###A∪B###A∩B"
2,1,0,0,2,2,embedding;realization,"embedding, oriented matroid, injective map, real vector space, standard oriented matroid, realization"
8,8,6,1,0,6,_2-characteristic map;characteristic map;non-singularity condition;Davis-Januszkiewicz equivalent;D-J equivalent;Davis-Januszkiewicz classes;D-J classes;characteristic pair,"characteristic map###non-singularity condition###Davis-Januszkiewicz equivalent###D-J equivalent###linear isomorphism###GL(n, _2)###Davis-Januszkiewicz classes###D-J classes"
1,6,0,1,0,0,projection of λ with respect to σ,projection###characteristic map###face###well defined###D-J equivalence###vertex
4,9,3,6,1,4,diagram;nodes;edges;realizable squares,V###E###S###nodes###edges###realizable squares###D(K)###diagram of K###polytopal simplicial complex
1,10,1,0,0,1,realizable puzzle,realizable puzzle###pseudograph homomorphism###π###G(J)###D(K)###coloring###edges###image###subsquare###realizable square
1,4,1,0,0,1,D-J class,D-J class###P_m###weak partition###non-consecutive
1,5,1,0,0,1,support,support###characteristic map###P_m###D-J equivalent###D-J class
1,8,1,1,0,1,e-set,e-set###D-J class###λ###P_m###p###S###even cardinality###⊂_λ
2,2,1,1,0,1,e-set;empty e-set,e-set###λ
1,1,0,0,1,1,λ-related,"compatible, e-sets, type 1 λ-related, type 2 λ-related, λ-equivalent, Ω_q(S), Ω_p(T), λ-related###"
2,2,1,0,1,2,height;Dirichlet function,Dirichlet function###height function###
1,7,1,0,0,1,optimal,Dirichlet function###optimal###Dirichlet function###ψ###Dirichlet function###ϕ###lim_q→∞ϕ(q)/ψ(q)→ 0
1,5,0,1,0,0,intrinsic Dirichlet function on F,intrinsic Dirichlet function###height function###closed set###rationals###Optimality
1,2,0,1,0,0,badly symbolically approximable (with respect to ψ_*),Hausdorff dimension###badly symbolically approximable###
1,3,1,0,0,1,terminal face graph,"terminal face graph###TT edge contractions###(m,n)"
1,5,1,1,0,1,separating cycle division,separating cycle division###G_1###G_2###face graph###cycle
1,4,1,0,0,1,indivisible,indivisible###critical separating cycle###boundary cycle###face graph
1,7,1,0,0,1,critical girth cycle,critical girth cycle###planar realisation###B-labelled###H-labelled###face graph G###collection###inside c
1,3,1,0,0,1,dominates,dominance order###partitions###dominates###
4,3,2,0,2,4,generalized;tableau;content;semistandard,semistandard###generalized λ-tableau###content
1,4,1,1,0,1,standard,partition###n###λ-tableau###standard
1,9,1,0,0,1,Vertex switching,vertex switching###Adinkra###dashing###admissible dashing###composition###vertices###edges###coloring###grading
9,35,7,1,5,9,1-d Adinkra;underlying graph;coloring;simple;two-colored;dashing;parity;admissible;grading,"1-d Adinkras###non-negative integer###1-d Adinkra###n colors###(V,E,c,μ,h)###finite undirected graph###underlying graph###Adinkra###vertex set###bipartition###vertices###open circles###bosons###filled circles###fermions###coloring###map###edge set###map###two-colored simple cycle###length 4###simple cycle###starting vertex###two-colored cycle###set of colors###cardinality 2###dashing###parity###cycle###vertices###admissible###grading###map###Hasse diagram###ranked poset"
2,5,0,2,0,0,vertex switching at v;vertex switching of A,Vertex switching###Adinkra###dashing###admissible dashing###composition
5,20,4,15,0,4,"2-d Adinkra with (p,q) colors;left-moving edge;right-moving edge;left-moving colors;right-moving colors",2-d Adinkras###p###q###1-d Adinkra###V###E###c###μ###h###grading functions###h_L###h_R###left-moving edge###right-moving edge###left-moving colors###right-moving colors###left-moving edge###right-moving edge###h_L###h_R
2,9,2,1,0,2,weight;even-split doubly even (ESDE) code,weight###_L(x⃗)###_R(x⃗)###even-split doubly even (ESDE) code###doubly-even###codewords###parameters###p###q
1,8,1,0,0,1,finitely supported distribution,finitely supported distribution###rotor distribution###rotor sequence###vertex###probability measure###finite support###rotor configurations###independently and identically distributed###
1,9,1,1,0,1,uniform rotation,uniform rotation###rotor sequence###permutation###rotation###rotor distribution###vertex###uniform distribution###rotations###d+1
1,9,1,0,0,1,uniform shift,uniform shift###rotor sequence###shift operator###rotor distribution###vertex###uniform distribution###set###possible shifts###L
1,2,1,0,0,1,GFB tree,GFB tree###T^gfb_n
1,7,1,0,0,1,Colless index,Colless index###rooted binary tree###𝒞(T)###V(T)###bal_T(v)###κ_T(v_1)###κ_T(v_2)
2,2,1,0,0,1,greedy from the bottom tree;GFB tree,GFB tree###T^gfb_n
1,4,1,0,0,1,Sackin index,Sackin index###rooted binary tree###subtree###leaves###
1,9,0,0,0,0,odd,B_ℓ###ω_1###H^0###r###p###m###mp###r_1###L(rω_1)
1,16,0,0,1,1,even,D_ℓ###highest weight###standard orthogonal module###dimension###positive even integer###unique###simple###module###H^0(rω_1)###L(rω_1)###r_1###simple###simple###L(rω_1)###2ℓ+r-12ℓ-1-2ℓ+r-32ℓ-1-mp-r+12ℓ-1+mp-r-12ℓ-1###2ℓ+r-12ℓ-1-2ℓ+r-32ℓ-1
1,2,1,0,0,1,Motion,motion###automorphism group
1,5,1,0,0,1,line,line###maximal clique###adjacent vertices###common neighbors###connected graph
1,3,1,0,0,1,motion,motion###automorphism group###combinatorial structure
1,4,1,0,0,1,edge-regular,edge-regular###regular graph###common neighbors###adjacent vertices
1,2,1,0,0,1,amply regular,amply regular###regular graph
1,4,1,1,0,1,line graph,graph###vertices###edges###line graph
2,7,2,0,0,2,distance-regular;intersection array,distance-regular###diameter###connected graph###constants###edges###sequence###intersection array
1,2,0,0,1,1,standard sequence,standard sequence of X###eigenvalue
1,6,1,0,0,1,geometric,geometric###distance-regular graph###collection###Delsarte cliques###edge###clique
1,8,1,1,0,1,Johnson graph,"Johnson graph###J(s,d)###graph###set###vertices###adjacent###subsets###element"
1,5,1,0,0,1,Hamming graph,Hamming graph###vertices###adjacent###d-tuples###Hamming distance
1,1,1,0,0,1,Doob graph,Doob graph###
1,11,0,4,0,0,"generalized 2d-gon of order (s, t)",distance-regular graph###diameter###parameters###k###λ###c_i###b_i###generalized 2d-gon###order###s###t
2,2,2,0,0,2,coherent configuration;rank,coherent configuration###rank
5,1,0,0,2,2,"x(p), y(p), Up-runs and down-runs.;n-up-run;up-run;n-down-run;down-run","x(p), y(p), up-run, down-run###"
2,5,0,0,0,0,The Erdő;̋E̋r̋d̋ő̋,"Erdős-Szekeres on-line game###A_m,k###m-up-run###k-down-run###Erdős-Szekeres on-line number"
5,4,2,2,0,2,Quadrants of a point.;north-east quadrant of p';north-west quadrant;south-west quadrant;south-east quadrant of p',north-east quadrant###north-west quadrant###south-west quadrant###south-east quadrant
2,3,1,3,0,1,"Ł_x, _x, Separated;separated;separated",Ł_x###_x###Separated
3,22,1,2,0,1,"“f-Middling"" Strategy Mode;active segment;saved","f-Middling###A_m,3###active segment###up-run###wasted points###player B###player A###middlemost column###interval###artificial points###strategy mode###q###p_r###p_ℓ###Step <ref>###q̂###x(p)###a_x###a_y###b_x###b_y###Appendix"
8,13,5,4,1,5,"Barb, “Playing the Barb"" Strategy Mode;(s, t)-barb;barb;spikes;bottom wire;top wire;half-barb;plays the barb",barb###down-run###s-up-run###t-up-run###spikes###bottom wire###top wire###half-barb###player A###player B###new point###row###column
1,30,0,1,0,0,"“w-Barb"" Strategy Mode","w-Barb###A_m,3###point set###half-barb###spikes###top wire###up-run###parameter w###positive integer###player A###column###row###new point###game is not over###notches above###respect to###add q to 𝒱_i###redefine r̂_i###Step <ref>###below r_i###d notches###d ≥ w - i###d > 0###Step <ref>###lost point###rename q###r_i+1###r̂_i+1###_i+1###half-barb###"
1,23,1,0,0,1,f-Combined Strategy,"f-Combined Strategy###f-Middling strategy mode###up-run###point q###middlemost column###active segment###x(p_ℓ)###x(p_r)###y(q)###y(p_ℓ)###notch below###column (x(p_ℓ),x(q))###new point q̂###row###notch above###notch below###w-Barb strategy mode###(a_x,b_x)###(a_y,b_y)###r_1###q_1###_1###Step <ref>###"
2,6,2,0,0,2,spread;components,spread###vector space###field###subspace###unique###components
1,5,0,1,0,0,"finite (right) quasifield,",quasifield###Abelian group###neutral element###loop###right distributive law
1,4,1,0,0,1,autotopism,quasifield###bijections###additive###autotopism
2,1,0,0,2,2,isotopes;parastrophes,"isotopes, parastrophes, quasifields, nonzero right multiplications of matrices###"
1,5,1,0,0,1,permutation graph,permutation graph###finite permutation group###set of fixed point free elements###edge set###pairs###
1,9,1,0,0,1,fingerprint,spread set###matrix###spread set###matrix###fingerprint###multiset###entries###matrix###spread set
1,3,0,1,0,0,BEL-configuration,Desarguesian n-spread###U###W
1,5,1,0,0,1,matrix rank,matrix rank###finite algebra###isotopy class###min###𝕋
2,2,2,0,0,2,local triangle count;local triangle bound,local triangle count###local triangle bound
2,2,0,1,0,0,preferred direction;special claw corresponding to e,special claw###subdivided medial graph
1,1,1,0,0,1,Cyclicity classes,cyclicity classes###
1,1,1,0,0,1,Wielandt number,Wielandt number###
1,2,1,0,0,1,Girth,girth###nonempty cycle
1,7,1,1,0,1,Critical graph,critical###nodes###edges###N_c(A)###E_c(A)###critical graph###(A)
