term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def
Feynman integrals,"\label{def-Feynman} 
Let $\mathcal{P}$ be a pearl chain of type $(d_2,g)$. We fix a labeling $x_1,\ldots,x_n$ of its vertices and a labeling $q_1,\ldots,q_r$ of its edges.

Let $\Omega$ be a total order of the $n$ vertices of $\mathcal{P}$.

Denote the vertices adjacent to the edge $q_k$ by $x_{k^1}$ and $x_{k^2}$, where we assume $x_{k^1}<x_{k^2}$ in $\Omega$.

For integers $l_1,\ldots,l_n$ and using equation (\ref{eq-prop}), we define the \emph{Feynman integral} for $\mathcal{P}$ and $\Omega$ to be
$$I^{l_1,\ldots,l_n}_{\mathcal{P},\Omega}(q)=\Coef_{[x_1^{l_1}\ldots x_n^{l_n}]} \prod_{k=1}^{r} P(\frac{x_{k^1}}{x_{k^2}},q)$$
and the \emph{refined Feynman integral} to be
$$I^{l_1,\ldots,l_n}_{\mathcal{P},\Omega}(q_1,\ldots,q_r)=\Coef_{[x_1^{l_1}\ldots x_n^{l_n}]}\prod_{k=1}^{r} P(\frac{x_{k^1}}{x_{k^2}},q_k).$$
Finally, we set 
$$I^{l_1,\ldots,l_n}_{\mathcal{P}}(q)=\sum_\Omega I^{l_1,\ldots,l_n}_{\mathcal{P},\Omega}(q) $$
where the sum goes over all $n!$ orders of the vertices of $\Gamma$, and
$$I^{l_1,\ldots,l_n}_{\mathcal{P}}(q_1,\ldots,q_r)= \sum_\Omega I^{l_1,\ldots,l_n}_{\mathcal{P},\Omega}(q_1,\ldots,q_r).$$

If we drop the superscript $l_1,\ldots,l_n$ in the notations above, then this stands for $l_i=0$ for all $i$.",/home/shufan/que_tex/mirrorsymmEP1.tex,definition[]," 
Let 𝒫 be a pearl chain of type (d_2,g). We fix a labeling x_1,…,x_n of its vertices and a labeling q_1,…,q_r of its edges.

Let Ω be a total order of the n vertices of 𝒫.

Denote the vertices adjacent to the edge q_k by x_k^1 and x_k^2, where we assume x_k^1<x_k^2 in Ω.

For integers l_1,…,l_n and using equation (<ref>), we define the Feynman integral for 𝒫 and Ω to be

    I^l_1,…,l_n_𝒫,Ω(q)=_[x_1^l_1… x_n^l_n]∏_k=1^r P(x_k^1/x_k^2,q)

and the refined Feynman integral to be

    I^l_1,…,l_n_𝒫,Ω(q_1,…,q_r)=_[x_1^l_1… x_n^l_n]∏_k=1^r P(x_k^1/x_k^2,q_k).

Finally, we set 

    I^l_1,…,l_n_𝒫(q)=∑_Ω I^l_1,…,l_n_𝒫,Ω(q)

where the sum goes over all n! orders of the vertices of Γ, and

    I^l_1,…,l_n_𝒫(q_1,…,q_r)= ∑_Ω I^l_1,…,l_n_𝒫,Ω(q_1,…,q_r).


If we drop the superscript l_1,…,l_n in the notations above, then this stands for l_i=0 for all i.",Feynman integrals," 
Let 𝒫 be a pearl chain of type (d_2,g). We fix a labeling x_1,…,x_n of its vertices and a labeling q_1,…,q_r of its edges.

Let Ω be a total order of the n vertices of 𝒫.

Denote the vertices adjacent to the edge q_k by x_k^1 and x_k^2, where we assume x_k^1<x_k^2 in Ω.

For integers l_1,…,l_n and using equation (<ref>), we define the Feynman integral for 𝒫 and Ω to be

    I^l_1,…,l_n_𝒫,Ω(q)=_[x_1^l_1… x_n^l_n]∏_k=1^r P(x_k^1/x_k^2,q)

and the refined Feynman integral to be

    I^l_1,…,l_n_𝒫,Ω(q_1,…,q_r)=_[x_1^l_1… x_n^l_n]∏_k=1^r P(x_k^1/x_k^2,q_k).

Finally, we set 

    I^l_1,…,l_n_𝒫(q)=∑_Ω I^l_1,…,l_n_𝒫,Ω(q)

where the sum goes over all n! orders of the vertices of Γ, and

    I^l_1,…,l_n_𝒫(q_1,…,q_r)= ∑_Ω I^l_1,…,l_n_𝒫,Ω(q_1,…,q_r).


If we drop the superscript l_1,…,l_n in the notations above, then this stands for l_i=0 for all i."
Feynman integrals in complex analysis,"\label{def-int}
Let $\mathcal{P}$ be a labeled pearl chain as in Definition \ref{def-Feynman}. Let $\Omega$ be an order.


Pick starting points of the form $iy_1,\ldots, iy_{n}$ in the complex plane, where the $y_j$ are pairwise different small real numbers.
We define integration paths $\gamma_1,\ldots,\gamma_{n}$ by $$\gamma_j:[0,1]\rightarrow \mathbb{C}:t\mapsto iy_j+t,$$ such that the order of the real coordinates $y_j$ of the starting points of the paths equals $\Omega$. 
We then define the integral \begin{equation}I'_{\mathcal{P},\Omega}(q):= \int_{z_j\in \gamma_j} \prod_{k=1}^{r} \left(-p(z_{k^1}-z_{k^2},q)\right),\label{eq-Igamma}\end{equation}
where $p(z,q)$ is the propagator of Definition \ref{def-prop},
and the refined version
\begin{equation}I'_{\mathcal{P},\Omega}(q_1,\ldots,q_r):= \int_{z_j\in \gamma_j} \prod_{k=1}^{r} \left(-p(z_{k^1}-z_{k^2},q_k)\right).\end{equation}
Here, as in Definition \ref{def-Feynman}, $x_{k^1}$ and $x_{k^2}$ are the two vertices adjacent to an edge $q_k$. 

Finally, we set
$$I'_{\mathcal{P}}(q)= \sum_{\Omega} I'_{\mathcal{P},\Omega}(q) \mbox{ and } I'_{\mathcal{P}}(q_1,\ldots,q_r)= \sum_{\Omega} I'_{\mathcal{P},\Omega}(q_1,\ldots,q_r).$$",/home/shufan/que_tex/mirrorsymmEP1.tex,definition[],"
Let 𝒫 be a labeled pearl chain as in Definition <ref>. Let Ω be an order.


Pick starting points of the form iy_1,…, iy_n in the complex plane, where the y_j are pairwise different small real numbers.
We define integration paths γ_1,…,γ_n by 
    γ_j:[0,1]→ℂ:t↦ iy_j+t,
 such that the order of the real coordinates y_j of the starting points of the paths equals Ω. 
We then define the integral 
    I'_𝒫,Ω(q):= ∫_z_j∈γ_j∏_k=1^r(-p(z_k^1-z_k^2,q)),

where p(z,q) is the propagator of Definition <ref>,
and the refined version

    I'_𝒫,Ω(q_1,…,q_r):= ∫_z_j∈γ_j∏_k=1^r(-p(z_k^1-z_k^2,q_k)).

Here, as in Definition <ref>, x_k^1 and x_k^2 are the two vertices adjacent to an edge q_k. 

Finally, we set

    I'_𝒫(q)= ∑_Ω I'_𝒫,Ω(q)  I'_𝒫(q_1,…,q_r)= ∑_Ω I'_𝒫,Ω(q_1,…,q_r).
",Feynman integrals in complex analysis,"
Let 𝒫 be a labeled pearl chain as in Definition <ref>. Let Ω be an order.


Pick starting points of the form iy_1,…, iy_n in the complex plane, where the y_j are pairwise different small real numbers.
We define integration paths γ_1,…,γ_n by 
    γ_j:[0,1]→ℂ:t↦ iy_j+t,
 such that the order of the real coordinates y_j of the starting points of the paths equals Ω. 
We then define the integral 
    I'_𝒫,Ω(q):= ∫_z_j∈γ_j∏_k=1^r(-p(z_k^1-z_k^2,q)),

where p(z,q) is the propagator of Definition <ref>,
and the refined version

    I'_𝒫,Ω(q_1,…,q_r):= ∫_z_j∈γ_j∏_k=1^r(-p(z_k^1-z_k^2,q_k)).

Here, as in Definition <ref>, x_k^1 and x_k^2 are the two vertices adjacent to an edge q_k. 

Finally, we set

    I'_𝒫(q)= ∑_Ω I'_𝒫,Ω(q)  I'_𝒫(q_1,…,q_r)= ∑_Ω I'_𝒫,Ω(q_1,…,q_r).
"
graph $\sg{r}$,"We define the graph $\Xi_{r}$ as the graph of the following form (see figure~\ref{fig:sg}).
\[
\left \{
  \begin{array}{l}
    \vertices{G} = \{x_0, \dots, x_{r-1},y_0, \dots, y_{r-1},z_0,
    \dots, z_{r-1}\}\\
    \edges{G} = \{(x_i,x_{i+1}), (z_i,z_{i+1})\}_{i \in \intv{0}{r-2}}
    \cup \{(x_i,y_{i}),(y_i,z_i)\}_{i \in \intv{0}{r-1}}
  \end{array}
\right .
\]",/home/shufan/que_tex/1305.7376.tex,definition[],"We define the graph Ξ_r as the graph of the following form (see figure <ref>).

    {[                  G = {x_0, …, x_r-1,y_0, …, y_r-1,z_0,
        …, z_r-1}; G = {(x_i,x_i+1), (z_i,z_i+1)}_i ∈0r-2∪{(x_i,y_i),(y_i,z_i)}_i ∈0r-1 ] .
",graph r,"We define the graph Ξ_r as the graph of the following form (see figure <ref>).

    {[                  G = {x_0, …, x_r-1,y_0, …, y_r-1,z_0,
        …, z_r-1}; G = {(x_i,x_i+1), (z_i,z_i+1)}_i ∈0r-2∪{(x_i,y_i),(y_i,z_i)}_i ∈0r-1 ] .
"
degeneracies,"The \emph{degeneracy} of~$G$, written~$\dege(G)$, is the maximum value
  taken by~$\mindeg(G')$ over all subgraphs~$G'$ of~$G$:
  \[
  \dege(G) = \max_{G' \subseteq G} \mindeg(G')
  \]

  Similarly, the \emph{contraction degeneracy} of~$G$, introduced
  in~\cite{Bod04} and denoted~$\degec(G)$, is the maximum value
  of~$\mindeg(G')$ for all minors~$G'$ of~$G$:
  \[
  \degec(G) = \max_{G' \lminor G} \mindeg(G')
  \]
  Remark that, as a subgraph is a minor, for all graph~$G$ we
  have the following inequality
  \[\degec(G) \geq \dege(G)\]
  These definitions remains the same on multigraphs (we do not take into account the potential multiplicities of the edges).",/home/shufan/que_tex/1305.7376.tex,definition[],"The degeneracy of G, written (G), is the maximum value
  taken by (G') over all subgraphs G' of G:
  
    (G) = max_G' ⊆ G(G')


  Similarly, the contraction degeneracy of G, introduced
  in <cit.> and denoted (G), is the maximum value
  of (G') for all minors G' of G:
  
    (G) = max_G'  G(G')

  Remark that, as a subgraph is a minor, for all graph G we
  have the following inequality
  
    (G) ≥(G)

  These definitions remains the same on multigraphs (we do not take into account the potential multiplicities of the edges).",degeneracies,"The degeneracy of G, written (G), is the maximum value
  taken by (G') over all subgraphs G' of G:
  
    (G) = max_G' ⊆ G(G')


  Similarly, the contraction degeneracy of G, introduced
  in <cit.> and denoted (G), is the maximum value
  of (G') for all minors G' of G:
  
    (G) = max_G'  G(G')

  Remark that, as a subgraph is a minor, for all graph G we
  have the following inequality
  
    (G) ≥(G)

  These definitions remains the same on multigraphs (we do not take into account the potential multiplicities of the edges)."
tree decomposition and treewidth,"A \emph{tree decomposition} of a graph~$G$
is a pair~$(T,\mathcal{X})$ where $T$ is a tree and
$\mathcal{X}$ a family $(X_t)_{t \in \vertices{{T}}}$ of
subsets of $\vertices{G}$ (called \emph{bags} ) indexed by
elements of $\vertices{T}$ and such that
 \begin{enumerate}[(i)]
 \item $\bigcup_{t \in \vertices{{T}}} X_t = \vertices{G}$;
 \item for every edge~$e$ of~$G$ there is an element of~$\mathcal{X}$
containing both ends of~$e$;
 \item for every~$v \in \vertices{G}$, the subgraph of~${T}$
induced by $\{t \in \vertices{{T}}\mid {v \in X_t}\}$ is connected.
 \end{enumerate}


The \emph{width} of a tree decomposition~${T}$ is defined as
equal to $\max_{t \in \vertices{{T}}}~{\card{X_t} - 1}$. The
\emph{treewidth} of~$G$, written~$\tw(G)$, is the minimum width of any
of its tree decompositions.",/home/shufan/que_tex/1305.7376.tex,definition[],"A tree decomposition of a graph G
is a pair (T,𝒳) where T is a tree and
𝒳 a family (X_t)_t ∈T of
subsets of G (called bags ) indexed by
elements of T and such that
 
 
  * ⋃_t ∈T X_t = G;
 
  * for every edge e of G there is an element of 𝒳
containing both ends of e;
 
  * for every v ∈G, the subgraph of T
induced by {t ∈T|v ∈ X_t} is connected.
 


The width of a tree decomposition T is defined as
equal to max_t ∈T X_t - 1. The
treewidth of G, written (G), is the minimum width of any
of its tree decompositions.",tree decomposition and treewidth,"A tree decomposition of a graph G
is a pair (T,𝒳) where T is a tree and
𝒳 a family (X_t)_t ∈T of
subsets of G (called bags ) indexed by
elements of T and such that
 
 
  * ⋃_t ∈T X_t = G;
 
  * for every edge e of G there is an element of 𝒳
containing both ends of e;
 
  * for every v ∈G, the subgraph of T
induced by {t ∈T|v ∈ X_t} is connected.
 


The width of a tree decomposition T is defined as
equal to max_t ∈T X_t - 1. The
treewidth of G, written (G), is the minimum width of any
of its tree decompositions."
nice tree decomposition,"A tree decomposition $(T,\mathcal{V}$ of a graph $G$ is said to be a \emph{nice} tree
  decomposition if
  \begin{enumerate}
  \item every vertex of $T$ has degree at most 3;
  \item $T$ is rooted on one of its vertices $r$ whose bag is empty ($V_r = \emptyset$);
  \item every vertex $t$ of $T$ is
    \begin{itemize}
    \item either a \emph{base node} , \ie~a leaf of $T$ whose
      bag is empty ($V_t = \emptyset$) and different from the root;

    \item or an \emph{introduce node} , \ie~a vertex with only one
      child $t'$ such that $V_{t'} = V_t \cup \{u\}$ for some $u \in
      \vertices{G}$;

    \item or a \emph{forget node} , \ie~a vertex with only one
      child $t'$ such that $V_t = V_{t'} \cup \{u\}$ for some $u \in
      \vertices{G}$;

    \item or a \emph{join node} , \ie~a vertex with two child $t_1$ and
      $t_2$ such that $V_t = V_{t_1} = V_{t_2}$.
    \end{itemize}
  \end{enumerate}
It is known that every graph has an optimal tree decomposition which
is nice \cite{Kloks94}.",/home/shufan/que_tex/1305.7376.tex,definition[],"A tree decomposition (T,𝒱 of a graph G is said to be a nice tree
  decomposition if
  
  
  * every vertex of T has degree at most 3;
  
  * T is rooted on one of its vertices r whose bag is empty (V_r = ∅);
  
  * every vertex t of T is
    
    
  * either a base node ,  a leaf of T whose
      bag is empty (V_t = ∅) and different from the root;

    
  * or an introduce node ,  a vertex with only one
      child t' such that V_t' = V_t ∪{u} for some u ∈G;

    
  * or a forget node ,  a vertex with only one
      child t' such that V_t = V_t'∪{u} for some u ∈G;

    
  * or a join node ,  a vertex with two child t_1 and
      t_2 such that V_t = V_t_1 = V_t_2.
    
  
It is known that every graph has an optimal tree decomposition which
is nice <cit.>.",nice tree decomposition,"A tree decomposition (T,𝒱 of a graph G is said to be a nice tree
  decomposition if
  
  
  * every vertex of T has degree at most 3;
  
  * T is rooted on one of its vertices r whose bag is empty (V_r = ∅);
  
  * every vertex t of T is
    
    
  * either a base node ,  a leaf of T whose
      bag is empty (V_t = ∅) and different from the root;

    
  * or an introduce node ,  a vertex with only one
      child t' such that V_t' = V_t ∪{u} for some u ∈G;

    
  * or a forget node ,  a vertex with only one
      child t' such that V_t = V_t'∪{u} for some u ∈G;

    
  * or a join node ,  a vertex with two child t_1 and
      t_2 such that V_t = V_t_1 = V_t_2.
    
  
It is known that every graph has an optimal tree decomposition which
is nice <cit.>."
path decomposition and pathwidth,"A \emph{path decomposition} of a graph~$G$ is a tree decomposition~$T$ of~$G$ such that~$T$ is a path. Its width is the width of the tree decomposition~$T$ and the \emph{pathwidth} of~$G$, written~$\pw(G)$, is the minimum width of any of its path decompositions.",/home/shufan/que_tex/1305.7376.tex,definition[],"A path decomposition of a graph G is a tree decomposition T of G such that T is a path. Its width is the width of the tree decomposition T and the pathwidth of G, written (G), is the minimum width of any of its path decompositions.",path decomposition and pathwidth,"A path decomposition of a graph G is a tree decomposition T of G such that T is a path. Its width is the width of the tree decomposition T and the pathwidth of G, written (G), is the minimum width of any of its path decompositions."
linked and externally~$k$-connected,"Let~$k$ be a positive integer, $G$ be a graph and $X,Y$ be two subsets
of $\vertices{G}$.

$X$ and $Y$ are said to be \emph{linked} by a path if there is a path
in~$G$ from an element of~$X$ to an element of~$Y$.

$X$ and~$Y$ are said to be \emph{$k$-connected in~$G$} if for all disjoint subsets $X' \subseteq X$ and $Y' \subseteq Y$ such that $\card{X'} = \card{Y'} \leq k$ there are~$\card{X'}$ disjoint paths between~$X'$ and~$Y'$ in~$G$.
If these paths have no internal vertices nor edges in $G[X \cup Y]$, then~$X$ and~$Y$ are said to be \emph{externally~$k$-connected in~$G$} .
If~$X = Y$,~$X$ is said to be \emph{(externally)~$k$-connected in~$G$} .",/home/shufan/que_tex/1305.7376.tex,definition[],"Let k be a positive integer, G be a graph and X,Y be two subsets
of G.

X and Y are said to be linked by a path if there is a path
in G from an element of X to an element of Y.

X and Y are said to be k-connected in G if for all disjoint subsets X' ⊆ X and Y' ⊆ Y such that X' = Y'≤ k there are X' disjoint paths between X' and Y' in G.
If these paths have no internal vertices nor edges in G[X ∪ Y], then X and Y are said to be externally k-connected in G .
If X = Y, X is said to be (externally) k-connected in G .",linked and externally k-connected,"Let k be a positive integer, G be a graph and X,Y be two subsets
of G.

X and Y are said to be linked by a path if there is a path
in G from an element of X to an element of Y.

X and Y are said to be k-connected in G if for all disjoint subsets X' ⊆ X and Y' ⊆ Y such that X' = Y'≤ k there are X' disjoint paths between X' and Y' in G.
If these paths have no internal vertices nor edges in G[X ∪ Y], then X and Y are said to be externally k-connected in G .
If X = Y, X is said to be (externally) k-connected in G ."
Regularity condition,"Let $\varepsilon >0$. A pair
  $(A,B)$      of     disjoint      vertex-sets     in      $G$     is
  \mbox{$\varepsilon$-regular}  if  for every  $X  \subset  A$ and  $Y
  \subset B$, satisfying
\[|X|>\varepsilon |A|,\ |Y|>\varepsilon |B|\]
we have
\[|d(X,Y)-d(A,B)|<\varepsilon.\]",/home/shufan/que_tex/1904.11778.tex,definition[],"Let ε >0. A pair
  (A,B)      of     disjoint      vertex-sets     in      G     is
    if  for every  X  ⊂  A and  Y
  ⊂ B, satisfying

    |X|>ε |A|, |Y|>ε |B|

we have

    |d(X,Y)-d(A,B)|<ε.
",Regularity condition,"Let ε >0. A pair
  (A,B)      of     disjoint      vertex-sets     in      G     is
    if  for every  X  ⊂  A and  Y
  ⊂ B, satisfying

    |X|>ε |A|, |Y|>ε |B|

we have

    |d(X,Y)-d(A,B)|<ε.
"
Super-Regularity condition,"Given a graph $G$ and
  two disjoint subsets  of its vertices $A$ and  $B$, the pair $(A,B)$
  is   \mbox{$(\varepsilon, \delta)${\rm-super-regular}},   if   it   is
  $\varepsilon$-regular and furthermore,
$$deg(a)>\delta |B|,{\rm \ for\  all}\  a\in A,$$
and
$$deg(b)>\delta |A|,{\rm \ for\  all}\  b\in B.$$",/home/shufan/que_tex/1904.11778.tex,definition[],"Given a graph G and
  two disjoint subsets  of its vertices A and  B, the pair (A,B)
  is   ,   if   it   is
  ε-regular and furthermore,

    deg(a)>δ |B|, for  all  a∈ A,

and

    deg(b)>δ |A|, for  all  b∈ B.
",Super-Regularity condition,"Given a graph G and
  two disjoint subsets  of its vertices A and  B, the pair (A,B)
  is   ,   if   it   is
  ε-regular and furthermore,

    deg(a)>δ |B|, for  all  a∈ A,

and

    deg(b)>δ |A|, for  all  b∈ B.
"
