term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
(transverse strands);input stubs;-reentrant strands;output stubs;-reentrant strands," \label{thm:circularpairfactorization}
Let $G$ be a $\partial$-graph on $\D$ with a lensless nondegeneral medial strand arrangement $\mathcal{M}$.  Suppose $P$ and $Q$ are a circular pair corresponding to boundary arcs $D_1$ and $D_2$.  Then the IO-graph morphism $[G,i,j]: P \to Q$ represented by $G$ admits an embedded elementary factorization.  Hence, the rank-connection principle holds for $P$ and $Q$ for any network $\Gamma$ on $G$.  Moreover,
\begin{itemize}
	\item $\rank X([\Gamma,i,j]) = 2m(P,Q) = \# \text{\emph{(transverse strands)}} + |P \cap Q|$.
	\item $\dim \ker X([\Gamma,i,j]) = \#(\text{\emph{input stubs}}) = \# (D_1\text{\emph{-reentrant strands}})$.
	\item $\dim \ker \overline{X([\Gamma,i,j])} = \#(\text{\emph{output stubs}}) = \#(D_2\text{\emph{-reentrant strands}})$.
\end{itemize}
",/home/shufan/que_tex/1601.00247.tex,theorem + \emph{}," 
Let G be a ∂-graph on  with a lensless nondegeneral medial strand arrangement ℳ.  Suppose P and Q are a circular pair corresponding to boundary arcs D_1 and D_2.  Then the IO-graph morphism [G,i,j]: P → Q represented by G admits an embedded elementary factorization.  Hence, the rank-connection principle holds for P and Q for any network Γ on G.  Moreover,

	
  * X([Γ,i,j]) = 2m(P,Q) = #(transverse strands) + |P ∩ Q|.
	
  * X([Γ,i,j]) = #(input stubs) = # (D_1-reentrant strands).
	
  * X([Γ,i,j]) = #(output stubs) = #(D_2-reentrant strands).

",(transverse strands);input stubs;-reentrant strands;output stubs;-reentrant strands," 
Let G be a ∂-graph on  with a lensless nondegeneral medial strand arrangement ℳ.  Suppose P and Q are a circular pair corresponding to boundary arcs D_1 and D_2.  Then the IO-graph morphism [G,i,j]: P → Q represented by G admits an embedded elementary factorization.  Hence, the rank-connection principle holds for P and Q for any network Γ on G.  Moreover,

	
  * X([Γ,i,j]) = 2m(P,Q) = #B_MATH_TERM I_MATH_TERM + |P ∩ Q|.
	
  * X([Γ,i,j]) = #(B_MATH_TERM I_MATH_TERM) = # (D_1B_MATH_TERM I_MATH_TERM).
	
  * X([Γ,i,j]) = #(B_MATH_TERM I_MATH_TERM) = #(D_2B_MATH_TERM I_MATH_TERM).

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O
Linear forms condition,"\label{def:Z-lfc}
  A function $\nu : \ZZ_N \to [0,\infty)$ satisfies the
  \emph{$k$-linear forms condition}\footnote{As in the footnote to
    Definition~\ref{def:3-lfc}, in our proof of
    Theorem~\ref{thm:rel-sz} we will make the simplifying assumption
    that $N$ is coprime to
    $(k-1)!$. In the proof of the Green-Tao
    theorem, one can always make this assumption.} if
  \begin{equation}
    \label{eq:Z-lfc}
    \EE_{x_1^{(0)}, x_1^{(1)}, \dots, x_k^{(0)},x_k^{(1)} \in \ZZ_N} \Bigl[
    \prod_{j=1}^k \prod_{\omega \in \{0,1\}^{[k]\setminus\{j\}}} \nu
    \Bigl( \sum_{i=1}^k (j-i) x_i^{(\omega_i)} \Bigr)^{n_{j,\omega}}
    \Bigr]  = 1 + o(1)
  \end{equation}
  for any choice of exponents $n_{j,\omega} \in \{0,1\}$.",/home/shufan/que_tex/1403.2957.tex,definition[],"
  A function ν : _N → [0,∞) satisfies the
  k-linear forms condition[As in the footnote to
    Definition <ref>, in our proof of
    Theorem <ref> we will make the simplifying assumption
    that N is coprime to
    (k-1)!. In the proof of the Green-Tao
    theorem, one can always make this assumption.] if
  
    _x_1^(0), x_1^(1), …, x_k^(0),x_k^(1)∈_N[
        ∏_j=1^k ∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (j-i) x_i^(ω_i))^n_j,ω]  = 1 + o(1)

  for any choice of exponents n_j,ω∈{0,1}.",Linear forms condition,"
  A function ν : _N → [0,∞) satisfies the
  k-B_MATH_TERM I_MATH_TERM I_MATH_TERM[As in the footnote to
    Definition <ref>, in our proof of
    Theorem <ref> we will make the simplifying assumption
    that N is coprime to
    (k-1)!. In the proof of the Green-Tao
    theorem, one can always make this assumption.] if
  
    _x_1^(0), x_1^(1), …, x_k^(0),x_k^(1)∈_N[
        ∏_j=1^k ∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (j-i) x_i^(ω_i))^n_j,ω]  = 1 + o(1)

  for any choice of exponents n_j,ω∈{0,1}.",O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-regular in,"
Given $\epsilon>0$ and disjoint subsets $A, B$ of the vertex set of a graph $G$, we say that the pair $(A, B)$ is $\epsilon$\textit{-regular in} $G$  if, for every pair $(A', B')$ with $A'\subseteq A$, $|A'|\geq \epsilon |A|$, $B' \subseteq B$, $|B'|\geq \epsilon |B|$, we have
$$ 
 \left| d(A',B')-d(A,B)\right| <\epsilon.
$$
When there is no danger of confusion, we simply say that the pair $(A,B)$ is $\eps$-regular.
",/home/shufan/que_tex/unsatcycles.tex,definition + \textit{},"
Given ϵ>0 and disjoint subsets A, B of the vertex set of a graph G, we say that the pair (A, B) is ϵ-regular in G  if, for every pair (A', B') with A'⊆ A, |A'|≥ϵ |A|, B' ⊆ B, |B'|≥ϵ |B|, we have

    | d(A',B')-d(A,B)| <ϵ.

When there is no danger of confusion, we simply say that the pair (A,B) is -regular.
",-regular in,"
Given ϵ>0 and disjoint subsets A, B of the vertex set of a graph G, we say that the pair (A, B) is ϵB_MATH_TERM I_MATH_TERM G  if, for every pair (A', B') with A'⊆ A, |A'|≥ϵ |A|, B' ⊆ B, |B'|≥ϵ |B|, we have

    | d(A',B')-d(A,B)| <ϵ.

When there is no danger of confusion, we simply say that the pair (A,B) is -regular.
",O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
shifting property,"
Let $M = \{x \in \bin \mid wt(x) \leq \frac{n}{2}\},$ where 
$wt(x)$ is the Hamming weight of $x$.  
We say that $\alpha \in \bin$ has the $\epsilon$-\emph{shifting property} if 
$M \cup (\alpha+M) \geq \left(\frac{1}{2}+\epsilon\right) 2^n$.
",/home/shufan/que_tex/1503.01170.tex,definition + \emph{},"
Let M = {x ∈| wt(x) ≤n/2}, where 
wt(x) is the Hamming weight of x.  
We say that α∈ has the ϵ-shifting property if 
M ∪ (α+M) ≥(1/2+ϵ) 2^n.
",shifting property,"
Let M = {x ∈| wt(x) ≤n/2}, where 
wt(x) is the Hamming weight of x.  
We say that α∈ has the ϵ-B_MATH_TERM I_MATH_TERM if 
M ∪ (α+M) ≥(1/2+ϵ) 2^n.
",O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O
-structurally-symmetric partition," For a finite graph $G=(V,E)$, let $P$ denote an edge-partition $E = (E_1, E_2,..., E_k)$ and define $G_i=(V, E_i)$ for all $i$. If for all pairs $(r,s) \in [k] \times [k]$ we have $G_r \cong G_s$, then $P$ is a $k$\textit{-structurally-symmetric partition} of $G$.
",/home/shufan/que_tex/New_bounds_on_the_biplanar_crossing_number_of_low-dimensional_hypercubes.tex,definition + \textit{}," For a finite graph G=(V,E), let P denote an edge-partition E = (E_1, E_2,..., E_k) and define G_i=(V, E_i) for all i. If for all pairs (r,s) ∈ [k] × [k] we have G_r ≅ G_s, then P is a k-structurally-symmetric partition of G.
",-structurally-symmetric partition," For a finite graph G=(V,E), let P denote an edge-partition E = (E_1, E_2,..., E_k) and define G_i=(V, E_i) for all i. If for all pairs (r,s) ∈ [k] × [k] we have G_r ≅ G_s, then P is a kB_MATH_TERM I_MATH_TERM of G.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O
-structurally-symmetric partition;-structurally-symmetric," If there exists a  $k$\textit{-structurally-symmetric partition} for $G$ that can be drawn with $cr_k(G)$ crossings then we say that the graph $G$ is $k$\textit{-structurally-symmetric} .
",/home/shufan/que_tex/New_bounds_on_the_biplanar_crossing_number_of_low-dimensional_hypercubes.tex,definition + \textit{}," If there exists a  k-structurally-symmetric partition for G that can be drawn with cr_k(G) crossings then we say that the graph G is k-structurally-symmetric .
",-structurally-symmetric partition;-structurally-symmetric," If there exists a  kB_MATH_TERM I_MATH_TERM for G that can be drawn with cr_k(G) crossings then we say that the graph G is kB_MATH_TERM .
",O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O
valid assignment,"\label{def:valid}
Let $\mathbb G$ be a graph on vertex set $[\nR]$, let $T$ be a tree,
$\rho\in[0,1]$ and $L\in\mathbb N$. A mapping $h\colon V(T)\rightarrow [\nR]$ is
a \emph{$(\rho,L)$-valid assignment} of $T$ to $\mathbb G$ if 
\begin{enumerate}[label={\rm \arabic{*}.},ref={\rm \arabic{*}}]  
  \item \label{def:valid:hom} $h$ is a homomorphism from $T$ to
  $\mathbb G$,
  \item \label{def:valid:N}$|h(\neighbor_T(x))|\le 2$, for every $x\in V(T)$,
  \item \label{def:valid:place} $|h^{-1}(i)|<(1-\rho)L$, for every $i\in[\nR]$.
\end{enumerate}",/home/shufan/que_tex/schelp.tex,definition[],"
Let 𝔾 be a graph on vertex set [], let T be a tree,
ρ∈[0,1] and L∈ℕ. A mapping h V(T)→ [] is
a (ρ,L)-valid assignment of T to 𝔾 if 
  
  
  *  h is a homomorphism from T to
  𝔾,
  
  * |h(_T(x))|≤ 2, for every x∈ V(T),
  
  *  |h^-1(i)|<(1-ρ)L, for every i∈[].
",valid assignment,"
Let 𝔾 be a graph on vertex set [], let T be a tree,
ρ∈[0,1] and L∈ℕ. A mapping h V(T)→ [] is
a (ρ,L)-B_MATH_TERM I_MATH_TERM of T to 𝔾 if 
  
  
  *  h is a homomorphism from T to
  𝔾,
  
  * |h(_T(x))|≤ 2, for every x∈ V(T),
  
  *  |h^-1(i)|<(1-ρ)L, for every i∈[].
",O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O
Difference Set,"%Suppose $D = \{x_1, \dots , x_m\}$ is an {\bf $(n,m,\lambda)$-difference set} in $\G$.
Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m,\lambda)$-difference set}} (or \textbf{\textit{$(n,m,\lambda)$-DS}})
is a set  $A_1 \subseteq \G$, such that
the following multiset equation holds:
\[ \D(A_1) = \lambda (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"
Let  be an additive abelian group of order n.
An (n,m,λ)-difference set (or (n,m,λ)-DS)
is a set  A_1 ⊆, such that
the following multiset equation holds:

    (A_1) = λ (∖{0}).
",Difference Set,"
Let  be an additive abelian group of order n.
An (n,m,λ)-B_MATH_TERM I_MATH_TERM (or (n,m,λ)-DS)
is a set  A_1 ⊆, such that
the following multiset equation holds:

    (A_1) = λ (∖{0}).
",O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O
Difference Family,"Let $\G$ be an additive abelian group of order $n$.
    An \textbf{\textit{$(n,m,k,\lambda)$-difference family}} (or \textbf{\textit{$(n,m,k,\lambda)$-DF}})
is a set of $m$ %(not necessarily disjoint) 
$k$-subsets of $\G$, say $A_1, \dots , A_m$, such that
the following multiset equation holds:
\[ \bigcup _{i}^{}\D(A_i)  = \lambda (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
    An (n,m,k,λ)-difference family (or (n,m,k,λ)-DF)
is a set of m 
k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds:

    ⋃ _i^(A_i)  = λ (∖{0}).
",Difference Family,"Let  be an additive abelian group of order n.
    An (n,m,k,λ)-B_MATH_TERM I_MATH_TERM (or (n,m,k,λ)-DF)
is a set of m 
k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds:

    ⋃ _i^(A_i)  = λ (∖{0}).
",O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O
External difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m,k,\lambda)$-external difference family}} (or \textbf{\textit{$(n,m,k,\lambda)$-EDF}})
is a set of $m$ disjoint $k$-subsets of $\G$, say $A_1, \dots , A_m$, such that
the following multiset equation holds:
\[ \bigcup _{\{ i,j : i \neq j\} }^{}\D(A_i,A_j)  = \lambda (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m,k,λ)-external difference family (or (n,m,k,λ)-EDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds:

    ⋃ _{ i,j : i ≠ j}^(A_i,A_j)  = λ (∖{0}).
",External difference family,"Let  be an additive abelian group of order n.
An (n,m,k,λ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM (or (n,m,k,λ)-EDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds:

    ⋃ _{ i,j : i ≠ j}^(A_i,A_j)  = λ (∖{0}).
",O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Bounded external difference family,"Let $\G$ be an additive abelian group of order $n$.
A \textbf{\textit{$(n,m,k,\lambda)$-bounded external difference family}} 
(or \textbf{\textit{$(n,m,k,\lambda)$-BEDF}})
is a set of $m$ disjoint $k$-subsets of $\G$, say $A_1, \dots , A_m$, such that
the following condition holds for every $g \in \G \setminus \{0\}$:
\[ |\{ x-y: x-y = g, x \in A_i, y \in A_j,  i \neq j\}|  \leq \lambda .\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
A (n,m,k,λ)-bounded external difference family 
(or (n,m,k,λ)-BEDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following condition holds for every g ∈∖{0}:

    |{ x-y: x-y = g, x ∈ A_i, y ∈ A_j,  i ≠ j}|  ≤λ .
",Bounded external difference family,"Let  be an additive abelian group of order n.
A (n,m,k,λ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM 
(or (n,m,k,λ)-BEDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following condition holds for every g ∈∖{0}:

    |{ x-y: x-y = g, x ∈ A_i, y ∈ A_j,  i ≠ j}|  ≤λ .
",O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Strong external difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m,k;\lambda)$-strong external difference family}}
(or \textbf{\textit{$(n,m,k;\lambda)$-SEDF}})
is a set of $m$ disjoint $k$-subsets of $\G$, say $A_1, \dots , A_m$, such that
the following multiset equation holds for every $i$, $1 \leq i \leq m$:
\begin{equation}
\label{SEDF.eq}  \bigcup _{\{ j : j \neq i\} }^{}\D(A_i,A_j)   = \lambda (\G \setminus \{0\}).
\end{equation}",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m,k;λ)-strong external difference family
(or (n,m,k;λ)-SEDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds for every i, 1 ≤ i ≤ m:

    ⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ (∖{0}).
",Strong external difference family,"Let  be an additive abelian group of order n.
An (n,m,k;λ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM
(or (n,m,k;λ)-SEDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds for every i, 1 ≤ i ≤ m:

    ⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ (∖{0}).
",O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Generalized external difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda)$-generalized external difference family}} 
(or \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda)$-GEDF}})
is a set of $m$ disjoint subsets of $\G$, say $A_1, \dots , A_m$, such that
$|A_i| = k_i$ for $1 \leq i \leq m$ and 
the following multiset equation holds:
\[ \bigcup _{\{ i,j : i \neq j\} }^{}\D(A_i,A_j)   = \lambda (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ)-generalized external difference family 
(or (n,m;k_1, … , k_m;λ)-GEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds:

    ⋃ _{ i,j : i ≠ j}^(A_i,A_j)   = λ (∖{0}).
",Generalized external difference family,"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM 
(or (n,m;k_1, … , k_m;λ)-GEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds:

    ⋃ _{ i,j : i ≠ j}^(A_i,A_j)   = λ (∖{0}).
",O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Generalized strong external difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda_1, \dots , \lambda_m)$-generalized strong external difference family}} 
(or \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda_1, \dots , \lambda_m)$-GSEDF}})
is a set of $m$ disjoint subsets of $\G$, say $A_1, \dots , A_m$, such that
$|A_i| = k_i$ for $1 \leq i \leq m$ and 
the following multiset equation holds for every $i$, $1 \leq i \leq m$:
\[ \bigcup _{\{ j : j \neq i\} }^{}\D(A_i,A_j)   = \lambda_i (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ_1, … , λ_m)-generalized strong external difference family 
(or (n,m;k_1, … , k_m;λ_1, … , λ_m)-GSEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds for every i, 1 ≤ i ≤ m:

    ⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ_i (∖{0}).
",Generalized strong external difference family,"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ_1, … , λ_m)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM 
(or (n,m;k_1, … , k_m;λ_1, … , λ_m)-GSEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds for every i, 1 ≤ i ≤ m:

    ⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ_i (∖{0}).
",O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Bounded generalized strong external difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda_1, \dots , \lambda_m)$-bounded generalized strong external difference family}} 
(or \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda_1, \dots , \lambda_m)$-BGSEDF}})
is a set of $m$ disjoint subsets of $\G$, say $A_1, \dots , A_m$, such that
$|A_i| = k_i$ for $1 \leq i \leq m$ and 
the following multiset equation holds for every $j$, $1 \leq j \leq m$, 
and for every $g \in \G \setminus \{0\}$:
\[ |\{ x-y: x-y = g, x \in A_i, y \in A_j,  i \neq j\}|  \leq \lambda_j .\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ_1, … , λ_m)-bounded generalized strong external difference family 
(or (n,m;k_1, … , k_m;λ_1, … , λ_m)-BGSEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds for every j, 1 ≤ j ≤ m, 
and for every g ∈∖{0}:

    |{ x-y: x-y = g, x ∈ A_i, y ∈ A_j,  i ≠ j}|  ≤λ_j .
",Bounded generalized strong external difference family,"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ_1, … , λ_m)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM 
(or (n,m;k_1, … , k_m;λ_1, … , λ_m)-BGSEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds for every j, 1 ≤ j ≤ m, 
and for every g ∈∖{0}:

    |{ x-y: x-y = g, x ∈ A_i, y ∈ A_j,  i ≠ j}|  ≤λ_j .
",O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
