term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
core;core,"
An $a$-\emph{core} is a partition that has no hook lengths of size $a$. An $(a,b)$-\emph{core} is a partition that is simultaneously an $a$-core and a $b$-core.  We use $\mathcal{C}_{a,b}$ to denote the set of $(a,b)$-cores.
",/home/shufan/que_tex/armstrong.tex,definition + \emph{},"
An a-core is a partition that has no hook lengths of size a. An (a,b)-core is a partition that is simultaneously an a-core and a b-core.  We use 𝒞_a,b to denote the set of (a,b)-cores.
",core;core,"
An a-B_MATH_TERM is a partition that has no hook lengths of size a. An (a,b)-B_MATH_TERM is a partition that is simultaneously an a-core and a b-core.  We use 𝒞_a,b to denote the set of (a,b)-cores.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
metric antidimension;antiresolving basis,"[$k$-metric antidimension and $k$-antiresolving basis]\label{def_metric_antidimension}
The $k$-\emph{metric antidimension} of a simple connected graph $G = (V, E)$ is the
minimum cardinality amongst the $k$-antiresolving sets in $G$ and is denoted by $\adim_k(G)$. A $k$-antiresolving set of cardinality $\adim_k(G)$ is called a $k$-\emph{antiresolving basis} for $G$.
",/home/shufan/que_tex/k-antiresolving.tex,definition + \emph{},"[k-metric antidimension and k-antiresolving basis]
The k-metric antidimension of a simple connected graph G = (V, E) is the
minimum cardinality amongst the k-antiresolving sets in G and is denoted by _k(G). A k-antiresolving set of cardinality _k(G) is called a k-antiresolving basis for G.
",metric antidimension;antiresolving basis,"[k-metric antidimension and k-antiresolving basis]
The k-B_MATH_TERM I_MATH_TERM of a simple connected graph G = (V, E) is the
minimum cardinality amongst the k-antiresolving sets in G and is denoted by _k(G). A k-antiresolving set of cardinality _k(G) is called a k-B_MATH_TERM I_MATH_TERM for G.
",O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O
anonymity,"[$(k, \ell)$-anonymity]\label{def_graph_anonymity}
A graph $G$ meets $(k, \ell)$-\emph{anonymity} with respect
to active attacks if $k$ is the smallest positive integer such that the
$k$-metric antidimension of $G$ is lower than or equal to $\ell$.
",/home/shufan/que_tex/k-antiresolving.tex,definition + \emph{},"[(k, ℓ)-anonymity]
A graph G meets (k, ℓ)-anonymity with respect
to active attacks if k is the smallest positive integer such that the
k-metric antidimension of G is lower than or equal to ℓ.
",anonymity,"[(k, ℓ)-anonymity]
A graph G meets (k, ℓ)-B_MATH_TERM with respect
to active attacks if k is the smallest positive integer such that the
k-metric antidimension of G is lower than or equal to ℓ.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
metric antidimensional,"[$k$-metric antidimensional graph]
A simple connected graph $G = (V, E)$ is $k$-\emph{metric antidimensional} , if
$k$ is the largest integer such that $G$ contains a $k$-antiresolving set.
",/home/shufan/que_tex/k-antiresolving.tex,definition + \emph{},"[k-metric antidimensional graph]
A simple connected graph G = (V, E) is k-metric antidimensional , if
k is the largest integer such that G contains a k-antiresolving set.
",metric antidimensional,"[k-metric antidimensional graph]
A simple connected graph G = (V, E) is k-B_MATH_TERM I_MATH_TERM , if
k is the largest integer such that G contains a k-antiresolving set.
",O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O
stab,"\label{main}
Let $n, k,$ be positive integers and $\vec{s}=(s_1, \ldots, s_k)$ be an integer vector where $k\geq 2$, $n\geq\sum_{i=1}^{k-1}s_i+2$, $s_i\geq2$ for $i\neq k$ and $s_k\in\{1,2\}$. Then, the neighborhood complex of $KG(n, k)_{\vec{s}-\textit{stab}}$ is homotopy equivalent to the $\left(n-\sum_{i=1}^{k-1}s_i-2\right)$-sphere. 
",/home/shufan/que_tex/1904.08219.tex,theorem + \textit{},"
Let n, k, be positive integers and s⃗=(s_1, …, s_k) be an integer vector where k≥ 2, n≥∑_i=1^k-1s_i+2, s_i≥2 for i≠ k and s_k∈{1,2}. Then, the neighborhood complex of KG(n, k)_s⃗-stab is homotopy equivalent to the (n-∑_i=1^k-1s_i-2)-sphere. 
",stab,"
Let n, k, be positive integers and s⃗=(s_1, …, s_k) be an integer vector where k≥ 2, n≥∑_i=1^k-1s_i+2, s_i≥2 for i≠ k and s_k∈{1,2}. Then, the neighborhood complex of KG(n, k)_s⃗-B_MATH_TERM is homotopy equivalent to the (n-∑_i=1^k-1s_i-2)-sphere. 
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
stab,"\label{chromaticnumber}
Let $n, k,$ be positive integers and $\vec{s}=(s_1, \ldots, s_k)$ be an integer vector where $k\geq 2$, $n\geq\sum_{i=1}^{k-1}s_i+2$, $s_i\geq2$ for $i\neq k$ and $s_k\in\{1,2\}$. Then
	\[
	\chi\left({KG(n, k)}_{\vec{s}-\textit{stab}}\right)= n-\sum_{i=1}^{k-1}s_i.
	\] 
",/home/shufan/que_tex/1904.08219.tex,theorem + \textit{},"
Let n, k, be positive integers and s⃗=(s_1, …, s_k) be an integer vector where k≥ 2, n≥∑_i=1^k-1s_i+2, s_i≥2 for i≠ k and s_k∈{1,2}. Then
	
    χ(KG(n, k)_s⃗-stab)= n-∑_i=1^k-1s_i.
 
",stab,"
Let n, k, be positive integers and s⃗=(s_1, …, s_k) be an integer vector where k≥ 2, n≥∑_i=1^k-1s_i+2, s_i≥2 for i≠ k and s_k∈{1,2}. Then
	
    χ(KG(n, k)_s⃗-B_MATH_TERM)= n-∑_i=1^k-1s_i.
 
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
rk,"[polylogarithmic bilinear Bogolyubov]
\label{conj:polyLog}
For any $\delta$, if $\abs{P_{h}}\geq \delta q^{2k+2}$,
then there exist $\F_p$-subspaces $W_1,W_2$ of the $\F_p$-vector space $G_{k+1}$ of codimension
$r_1,r_2$ and
$\F_p$-bilinear forms $Q_1,\ldots,Q_r$ on $W_1\times W_2$
such that
$P_{2^9h}=\{(a,b)\in G_{k+1}^2\vert \text{\emph{rk} } M_{a,b}\leq 2^9 h\}$ contains the set
\begin{equation}
\label{eq:bilinearSet}
\{(x,y)\in W_1\times W_2\mid Q_1(x,y)=\cdots=Q_r(x,y)=0\}
\end{equation}
and
$\max(r,r_1,r_2)\leq O(\log^{80}\delta^{-1})$.
",/home/shufan/que_tex/1711.05358.tex,theorem + \emph{},"[polylogarithmic bilinear Bogolyubov]

For any δ, if P_h≥δ q^2k+2,
then there exist _p-subspaces W_1,W_2 of the _p-vector space G_k+1 of codimension
r_1,r_2 and
_p-bilinear forms Q_1,…,Q_r on W_1× W_2
such that
P_2^9h={(a,b)∈ G_k+1^2|rk M_a,b≤ 2^9 h} contains the set

    {(x,y)∈ W_1× W_2| Q_1(x,y)=⋯=Q_r(x,y)=0}

and
max(r,r_1,r_2)≤ O(log^80δ^-1).
",rk,"[polylogarithmic bilinear Bogolyubov]

For any δ, if P_h≥δ q^2k+2,
then there exist _p-subspaces W_1,W_2 of the _p-vector space G_k+1 of codimension
r_1,r_2 and
_p-bilinear forms Q_1,…,Q_r on W_1× W_2
such that
P_2^9h={(a,b)∈ G_k+1^2|B_MATH_TERM  M_a,b≤ 2^9 h} contains the set

    {(x,y)∈ W_1× W_2| Q_1(x,y)=⋯=Q_r(x,y)=0}

and
max(r,r_1,r_2)≤ O(log^80δ^-1).
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
L{\'e,"
	The \emph{L{\'e}vy concentration function} of $S$ is defined as
	$$
	\mathcal{L}(S, \eps) := \sup_{v \in \R} \P(|S-v| \leq \eps ) .
	$$
",/home/shufan/que_tex/NoRealEigenvalues_3.tex,definition + \emph{},"
	The Lévy concentration function of S is defined as
	
    ℒ(S, ) := sup_v ∈(|S-v| ≤ ) .

",Lé,"
	The B_MATH_TERMvy concentration function of S is defined as
	
    ℒ(S, ) := sup_v ∈(|S-v| ≤ ) .

",O O O O O O O O O O O O O O O O O
exploding path,"
For $\delta>0$, we call a path $P=v_1,v_2,\dots,v_m$ in $G$ a $\delta$-\emph{exploding path}
if $v_m\in \core(G)$ and $t_{v_{i+1}}\geq (1+\delta)t_{v_i}$ for $1\leq i\leq m-2$.
",/home/shufan/que_tex/1506.07811.tex,definition + \emph{},"
For δ>0, we call a path P=v_1,v_2,…,v_m in G a δ-exploding path
if v_m∈(G) and t_v_i+1≥ (1+δ)t_v_i for 1≤ i≤ m-2.
",exploding path,"
For δ>0, we call a path P=v_1,v_2,…,v_m in G a δ-B_MATH_TERM I_MATH_TERM
if v_m∈(G) and t_v_i+1≥ (1+δ)t_v_i for 1≤ i≤ m-2.
",O O O O O O O O O O O I_MATH_TERM O O O O O O O O O
identifying," Let $r$ and $\ell$ be non-negative integers. A code
$C\subseteq \F^n$ is said to be $(r,\le \ell)$-\emph{identifying}
if for all $X,Y\subseteq \F^n$ such that $|X|\le \ell$, $|Y|\le
\ell$ and $X\ne Y$ we have
$$I_r(C;X)\ne I_r(C;Y).$$
",/home/shufan/que_tex/0804.3029.tex,definition + \emph{}," Let r and ℓ be non-negative integers. A code
C⊆^n is said to be (r,≤ℓ)-identifying
if for all X,Y⊆^n such that |X|≤ℓ, |Y|≤ℓ and X Y we have

    I_r(C;X) I_r(C;Y).

",identifying," Let r and ℓ be non-negative integers. A code
C⊆^n is said to be (r,≤ℓ)-B_MATH_TERM
if for all X,Y⊆^n such that |X|≤ℓ, |Y|≤ℓ and X Y we have

    I_r(C;X) I_r(C;Y).

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Strong,"
For fixed  $u,v \in W_\af$, define the Strong Schur function
\[ \emph{Strong}_{u/v}(x)=\sum_T x^{\text{wt}(T)}\]
where T runs over the strong tableaux of shape $u/v$.


",/home/shufan/que_tex/150403_Pieri_rule_for_the_affine_flag_variety.tex,definition + \emph{},"
For fixed  u,v ∈ W_, define the Strong Schur function

    Strong_u/v(x)=∑_T x^wt(T)

where T runs over the strong tableaux of shape u/v.


",Strong,"
For fixed  u,v ∈ W_, define the Strong Schur function

    B_MATH_TERM_u/v(x)=∑_T x^wt(T)

where T runs over the strong tableaux of shape u/v.


",O O O O O O O O O O O O O O O O O O O O O O
AR,"\cite{erdossim1975}
Let $\mathcal{F}$ be an arbitrary graph family with $\mathcal{F}^-=\{H-e:H\in \mathcal{F}, e\in E(H)\}$ and $p(\mathcal{F}^-)=p$. Then
$$\emph{AR}(n,\mathcal{F})=t(n,p)+o(n^2).$$
",/home/shufan/que_tex/1903.10319.tex,theorem + \emph{},"<cit.>
Let ℱ be an arbitrary graph family with ℱ^-={H-e:H∈ℱ, e∈ E(H)} and p(ℱ^-)=p. Then

    AR(n,ℱ)=t(n,p)+o(n^2).

",AR,"<cit.>
Let ℱ be an arbitrary graph family with ℱ^-={H-e:H∈ℱ, e∈ E(H)} and p(ℱ^-)=p. Then

    B_MATH_TERM(n,ℱ)=t(n,p)+o(n^2).

",O O O O O O O O O O O O O O O O
AR,"\cite{erdossim1975}\label{antiramsey for Kp}
For any $p\geq2$ and all sufficiently large $n$, $n\geq n_0(p)$, we have
$$
\emph{AR}(n,K_{p+2})=t(n,p)+1,
$$
and any coloring achieving this bound is obtained by taking a rainbow $T(n,p)$ and coloring all edges in its complement with the same (extra) color.
",/home/shufan/que_tex/1903.10319.tex,theorem + \emph{},"<cit.>
For any p≥2 and all sufficiently large n, n≥ n_0(p), we have

    AR(n,K_p+2)=t(n,p)+1,

and any coloring achieving this bound is obtained by taking a rainbow T(n,p) and coloring all edges in its complement with the same (extra) color.
",AR,"<cit.>
For any p≥2 and all sufficiently large n, n≥ n_0(p), we have

    B_MATH_TERM(n,K_p+2)=t(n,p)+1,

and any coloring achieving this bound is obtained by taking a rainbow T(n,p) and coloring all edges in its complement with the same (extra) color.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
AR;AR,"\label{main1}
Let $\mathcal{F}$ be a family of graphs with $\mathcal{F}^{-}=\{H-e:H\in \mathcal{F}, e\in E(H)\}$ and $p(\mathcal{F}^{-})=p\geq 2$. Let $\mathcal{M}_0(\mathcal{F}),\ldots,\mathcal{M}_p(\mathcal{F})$ be the decomposition family sequence of $\mathcal{F}$.\\
(\romannumeral1) If $\mathcal{M}_0(\mathcal{F})=\{M_{2k}\}$ ($k\geq2$), then $$\emph{AR}(n,\mathcal{F})=h^\prime(n,p,k-1)+q$$
provided $n$ is sufficiently large, where $q$ is the maximum number of colors such that the coloring of $K_n$, obtained by taking a rainbow $H^\prime(n,p,k-1)$, and coloring all edges in its complement with $q$ (extra) colors so that in each partite set of $T(n-k+2,p)$ we color all edges with the same color, is an $\mathcal{F}$-free coloring.\\
(\romannumeral2) If $\mathcal{M}_0(\mathcal{F})=\{M_2\}$, $\mathcal{M}_1(\mathcal{F})=\{M_{2k-2}\}$ ($k\geq2$), then $$\emph{AR}(n,\mathcal{F})=h(n,p,k-1)+1$$
provided $n$ is sufficiently large.
Moreover, any coloring achieving this bound is obtained by taking a rainbow $H(n,p,k-1)$, and coloring all edges in its complement with one (extra) color.
",/home/shufan/que_tex/1903.10319.tex,theorem + \emph{},"
Let ℱ be a family of graphs with ℱ^-={H-e:H∈ℱ, e∈ E(H)} and p(ℱ^-)=p≥ 2. Let ℳ_0(ℱ),…,ℳ_p(ℱ) be the decomposition family sequence of ℱ.

(1) If ℳ_0(ℱ)={M_2k} (k≥2), then 
    AR(n,ℱ)=h^'(n,p,k-1)+q

provided n is sufficiently large, where q is the maximum number of colors such that the coloring of K_n, obtained by taking a rainbow H^'(n,p,k-1), and coloring all edges in its complement with q (extra) colors so that in each partite set of T(n-k+2,p) we color all edges with the same color, is an ℱ-free coloring.

(2) If ℳ_0(ℱ)={M_2}, ℳ_1(ℱ)={M_2k-2} (k≥2), then 
    AR(n,ℱ)=h(n,p,k-1)+1

provided n is sufficiently large.
Moreover, any coloring achieving this bound is obtained by taking a rainbow H(n,p,k-1), and coloring all edges in its complement with one (extra) color.
",AR;AR,"
Let ℱ be a family of graphs with ℱ^-={H-e:H∈ℱ, e∈ E(H)} and p(ℱ^-)=p≥ 2. Let ℳ_0(ℱ),…,ℳ_p(ℱ) be the decomposition family sequence of ℱ.

(1) If ℳ_0(ℱ)={M_2k} (k≥2), then 
    B_MATH_TERM(n,ℱ)=h^'(n,p,k-1)+q

provided n is sufficiently large, where q is the maximum number of colors such that the coloring of K_n, obtained by taking a rainbow H^'(n,p,k-1), and coloring all edges in its complement with q (extra) colors so that in each partite set of T(n-k+2,p) we color all edges with the same color, is an ℱ-free coloring.

(2) If ℳ_0(ℱ)={M_2}, ℳ_1(ℱ)={M_2k-2} (k≥2), then 
    B_MATH_TERM(n,ℱ)=h(n,p,k-1)+1

provided n is sufficiently large.
Moreover, any coloring achieving this bound is obtained by taking a rainbow H(n,p,k-1), and coloring all edges in its complement with one (extra) color.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
AR;AR,"\label{main2}
Let $\mathcal{F}$ be a family of graphs with $\mathcal{F}^{-}=\{H-e:H\in \mathcal{F}, e\in E(H)\}$ and $p(\mathcal{F}^{-})=p\geq 2$. Let $\mathcal{M}_0(\mathcal{F}),\ldots,\mathcal{M}_p(\mathcal{F})$ be the decomposition family sequence of $\mathcal{F}$.\\
(\romannumeral1) Let $k\geq 2$. If $\mathcal{M}_0(\mathcal{F})=\{S_{k+1}\}$ and any graph in $\mathcal{F}_0$ contains $Q(p,k)$ as a subgraph, then $$\emph{AR}(n,\mathcal{F})=t(n,p)+\left\lfloor\frac{(k-2)\lceil\frac{n}{p}\rceil}{2}\right\rfloor+\ldots+\left\lfloor\frac{(k-2)\lfloor\frac{n}{p}\rfloor}{2}\right\rfloor+p$$
provided $n$ is sufficiently large. Furthermore, the colorings in $\mathcal{C}^\prime(n,k-1,p)$ are extremal colorings, and all extremal colorings are in $\mathcal{C}(n,k-1,p)$.\\
(\romannumeral2) Let $k\geq 3$. If $\mathcal{M}_0(\mathcal{F})=\{M_2\}$, $\mathcal{M}_1(\mathcal{F})=\{S_{k+1}\}$ and any graph in $\mathcal{F}_1$ contains $Q(p,k)$ as a subgraph, then
$$\emph{AR}(n,\mathcal{F})=t(n,p)+\left\lfloor\frac{(k-2)\lceil\frac{n}{p}\rceil}{2}\right\rfloor+\ldots+\left\lfloor\frac{(k-2)\lfloor\frac{n}{p}\rfloor}{2}\right\rfloor+p .$$
provided $n$ is sufficiently large. Furthermore, the coloring in $\mathcal{C}^\prime(n,k-1,p)$ are extremal colorings, and all extremal colorings are in $\mathcal{C}(n,k-1,p)$ and except the extremal colorings which is obtained by taking a rainbow graph from  $T(n,2;\mathcal{U}_{n/2,3})$ and coloring all edges in its complement with one (extra) color, when $k=3$, $p=2$ and $n=2$ mod $4$.
",/home/shufan/que_tex/1903.10319.tex,theorem + \emph{},"
Let ℱ be a family of graphs with ℱ^-={H-e:H∈ℱ, e∈ E(H)} and p(ℱ^-)=p≥ 2. Let ℳ_0(ℱ),…,ℳ_p(ℱ) be the decomposition family sequence of ℱ.

(1) Let k≥ 2. If ℳ_0(ℱ)={S_k+1} and any graph in ℱ_0 contains Q(p,k) as a subgraph, then 
    AR(n,ℱ)=t(n,p)+⌊(k-2)⌈n/p⌉/2⌋+…+⌊(k-2)⌊n/p⌋/2⌋+p

provided n is sufficiently large. Furthermore, the colorings in 𝒞^'(n,k-1,p) are extremal colorings, and all extremal colorings are in 𝒞(n,k-1,p).

(2) Let k≥ 3. If ℳ_0(ℱ)={M_2}, ℳ_1(ℱ)={S_k+1} and any graph in ℱ_1 contains Q(p,k) as a subgraph, then

    AR(n,ℱ)=t(n,p)+⌊(k-2)⌈n/p⌉/2⌋+…+⌊(k-2)⌊n/p⌋/2⌋+p .

provided n is sufficiently large. Furthermore, the coloring in 𝒞^'(n,k-1,p) are extremal colorings, and all extremal colorings are in 𝒞(n,k-1,p) and except the extremal colorings which is obtained by taking a rainbow graph from  T(n,2;𝒰_n/2,3) and coloring all edges in its complement with one (extra) color, when k=3, p=2 and n=2 mod 4.
",AR;AR,"
Let ℱ be a family of graphs with ℱ^-={H-e:H∈ℱ, e∈ E(H)} and p(ℱ^-)=p≥ 2. Let ℳ_0(ℱ),…,ℳ_p(ℱ) be the decomposition family sequence of ℱ.

(1) Let k≥ 2. If ℳ_0(ℱ)={S_k+1} and any graph in ℱ_0 contains Q(p,k) as a subgraph, then 
    B_MATH_TERM(n,ℱ)=t(n,p)+⌊(k-2)⌈n/p⌉/2⌋+…+⌊(k-2)⌊n/p⌋/2⌋+p

provided n is sufficiently large. Furthermore, the colorings in 𝒞^'(n,k-1,p) are extremal colorings, and all extremal colorings are in 𝒞(n,k-1,p).

(2) Let k≥ 3. If ℳ_0(ℱ)={M_2}, ℳ_1(ℱ)={S_k+1} and any graph in ℱ_1 contains Q(p,k) as a subgraph, then

    B_MATH_TERM(n,ℱ)=t(n,p)+⌊(k-2)⌈n/p⌉/2⌋+…+⌊(k-2)⌊n/p⌋/2⌋+p .

provided n is sufficiently large. Furthermore, the coloring in 𝒞^'(n,k-1,p) are extremal colorings, and all extremal colorings are in 𝒞(n,k-1,p) and except the extremal colorings which is obtained by taking a rainbow graph from  T(n,2;𝒰_n/2,3) and coloring all edges in its complement with one (extra) color, when k=3, p=2 and n=2 mod 4.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-minimal,"
Let $\mathcal{L}_d = \frac{1}{d} \mathbb{Z} \times \frac{1}{d} \mathbb{Z}$. A triangle $T$ is said to be $d$\emph{-minimal} if $T \cap \mathcal{L}_d$ consists precisely of the vertices of $T$.
",/home/shufan/que_tex/discrete_equi_of_polygons.tex,definition + \emph{},"
Let ℒ_d = 1/dℤ×1/dℤ. A triangle T is said to be d-minimal if T ∩ℒ_d consists precisely of the vertices of T.
",-minimal,"
Let ℒ_d = 1/dℤ×1/dℤ. A triangle T is said to be dB_MATH_TERM if T ∩ℒ_d consists precisely of the vertices of T.
",O O O O O O O O O O O O O O O O O O O O O O
Tr;Tr," (\cite{Das}, Theorem 4.4)
Let $G$ be a connected graph on $n$ vertices. Then
\begin{equation}\label{d2}
  \partial_1^{L}(G) < \max_{1\leq i \leq n}\emph{Tr}(v_i) + \sqrt{\|\mathcal{D}(G)\|_{F}^{2}
  - \frac{\sum_{i=1}^{n}\big( \emph{Tr}(v_i)\big)^{2}}{n}}.
\end{equation}
",/home/shufan/que_tex/1804.06335.tex,theorem + \emph{}," (<cit.>, Theorem 4.4)
Let G be a connected graph on n vertices. Then

    ∂_1^L(G) < max_1≤ i ≤ nTr(v_i) + √(𝒟(G)_F^2
      - ∑_i=1^n( Tr(v_i))^2/n).

",Tr;Tr," (<cit.>, Theorem 4.4)
Let G be a connected graph on n vertices. Then

    ∂_1^L(G) < max_1≤ i ≤ nB_MATH_TERM(v_i) + √(𝒟(G)_F^2
      - ∑_i=1^n( B_MATH_TERM(v_i))^2/n).

",O O O O O O O O O O O O O O O O O O O O O O O O
